Product_ID,Product_Name,Category,Price,Stock,Brand,Discount_Percentage,Supplier_ID
438,Product 438,Electronics,50,204,Marsh Ltd,48.87,465
439,Product 439,Toys,95,70,Schmidt-Hughes,6.73,465
440,Product 440,Toys,27,446,"Johnson, Ramos and Garcia",49.09,292
441,Product 441,Electronics,12,426,"Brown, Watts and Allen",1.0,321
442,Product 442,Toys,6,206,Mercado-Franklin,20.85,300
443,Product 443,Electronics,82,247,"Calhoun, Martin and Chan",10.7,135
444,Product 444,Toys,98,468,Thomas-Mendoza,45.13,308
445,Product 445,Clothing,45,58,"Dodson, Nicholson and Fisher",6.84,167
446,Product 446,Food,54,421,"Mcdowell, Mullins and Perry",31.25,23
447,Product 447,Electronics,28,200,"Glass, Nelson and Schneider",35.67,475
448,Product 448,Toys,23,310,"Hammond, Galloway and Harvey",33.94,498
449,Product 449,Toys,79,220,"Griffin, Schroeder and Thomas",0.06,99
450,Product 450,Electronics,88,20,"Robertson, Barnett and Perez",48.91,238
451,Product 451,Toys,32,291,"Anderson, Riggs and Wells",5.74,416
452,Product 452,Household,38,38,Middleton-Jones,8.24,198
453,Product 453,Toys,84,401,Tucker-Gomez,32.76,313
454,Product 454,Electronics,43,231,"Ramirez, Johnson and Scott",45.36,450
455,Product 455,Clothing,18,306,Robinson Inc,26.76,275
456,Product 456,Clothing,95,309,Shaffer Inc,16.07,499
457,Product 457,Food,59,118,Sanders-Gonzales,37.98,165
458,Product 458,Clothing,69,443,Mcgee Group,31.02,36
459,Product 459,Clothing,37,365,York PLC,26.83,126
460,Product 460,Clothing,83,395,Moore LLC,44.05,470
461,Product 461,Food,6,240,"Wilson, Fowler and Green",27.43,464
462,Product 462,Clothing,69,465,Hendrix-Hicks,44.79,296
463,Product 463,Toys,58,401,"White, Hahn and Brown",44.67,294
464,Product 464,Toys,87,183,Smith PLC,49.11,300
465,Product 465,Electronics,94,434,Tate-Bowers,3.93,21
466,Product 466,Electronics,92,320,Atkinson Ltd,16.59,89
467,Product 467,Food,66,265,Brown and Sons,5.89,361
468,Product 468,Clothing,76,348,Rose-Lopez,44.54,161
469,Product 469,Electronics,11,45,"Randall, Long and Medina",44.32,448
470,Product 470,Electronics,82,238,Ramirez-Hernandez,32.31,208
471,Product 471,Food,5,268,Terry PLC,49.6,300
472,Product 472,Toys,31,262,Short LLC,7.43,409
473,Product 473,Toys,24,408,"Hardy, Martinez and Higgins",33.98,107
474,Product 474,Toys,39,431,Stanley-Lam,0.4,299
475,Product 475,Clothing,3,274,Mitchell-Pena,30.25,494
476,Product 476,Household,75,244,"Simpson, Savage and Randall",33.81,214
477,Product 477,Clothing,78,198,"Anderson, Campbell and Mckinney",8.14,341
478,Product 478,Toys,42,120,Obrien Ltd,0.78,234
479,Product 479,Toys,42,161,West LLC,42.17,491
480,Product 480,Clothing,33,438,Hudson-Wheeler,16.06,381
481,Product 481,Household,49,315,Hill-Mason,19.26,298
482,Product 482,Clothing,2,24,"Avila, Nichols and Davis",5.29,144
483,Product 483,Toys,77,310,Key-Gilbert,35.86,396
484,Product 484,Electronics,80,489,"Bryant, Ramirez and Wilson",22.41,29
485,Product 485,Toys,54,421,Ramirez LLC,11.69,194
486,Product 486,Electronics,72,55,Yu-Bean,28.22,267
487,Product 487,Electronics,6,11,Reed Group,25.87,411
488,Product 488,Toys,42,122,Murray Inc,11.03,52
489,Product 489,Household,82,412,"Barrera, Mills and Dunlap",45.65,277
490,Product 490,Clothing,6,357,Lee-Dennis,13.69,370
491,Product 491,Household,65,259,Gonzalez Ltd,32.48,118
492,Product 492,Household,81,175,Hart-Smith,38.81,485
493,Product 493,Household,93,434,"Ford, Russell and Flores",19.62,256
494,Product 494,Toys,45,397,Cuevas Group,6.45,154
495,Product 495,Toys,22,370,Gordon-Gomez,14.56,416
496,Product 496,Household,89,99,"Miller, Henderson and Morris",36.94,387
497,Product 497,Food,27,270,"Jackson, Smith and Miller",12.07,281
498,Product 498,Household,60,358,Walker Ltd,7.66,117
499,Product 499,Household,4,204,"Davis, Schroeder and Davis",12.87,468
500,Product 500,Clothing,16,93,"Salazar, Griffin and Clarke",49.85,217
501,Product 501,Electronics,41,304,Peters and Sons,38.27,139
502,Product 502,Food,74,360,Morales-White,36.64,187
503,Product 503,Household,46,130,Klein Ltd,0.9,34
504,Product 504,Electronics,30,243,Williams-Wright,25.86,462
505,Product 505,Food,98,317,Olsen Group,13.05,80
506,Product 506,Food,82,331,"Sellers, Lane and Wilson",5.41,423
507,Product 507,Household,52,484,Parker-Gregory,21.61,463
508,Product 508,Household,31,387,Shaw Group,50.0,26
509,Product 509,Household,24,474,"Williams, Hebert and Hardin",45.17,385
510,Product 510,Electronics,13,265,Walter-Curtis,23.97,206
511,Product 511,Food,2,469,"Jefferson, Dunn and Ellison",14.87,116
512,Product 512,Clothing,56,290,Reyes Inc,43.81,122
513,Product 513,Household,85,36,Strong-Evans,30.55,491
514,Product 514,Clothing,64,478,Russell-Brown,49.67,62
515,Product 515,Clothing,66,406,"Owens, French and Taylor",27.58,164
516,Product 516,Electronics,81,493,Dennis Group,8.23,5
517,Product 517,Household,40,487,Walsh-Harper,40.64,315
518,Product 518,Food,14,468,"Scott, Stokes and Thomas",8.05,408
519,Product 519,Clothing,71,336,Brewer-Collins,13.24,359
520,Product 520,Household,34,28,Craig and Sons,13.5,344
521,Product 521,Electronics,47,146,Carter and Sons,11.22,245
522,Product 522,Clothing,53,367,Bryan-Orr,28.02,424
523,Product 523,Toys,79,406,"Gonzalez, Gross and Pitts",46.66,2
524,Product 524,Household,9,125,Robles-Kelly,49.72,210
525,Product 525,Food,95,195,Ford Ltd,0.29,182
526,Product 526,Clothing,2,380,Middleton and Sons,18.5,165
527,Product 527,Household,21,347,Ingram and Sons,47.94,3
528,Product 528,Food,28,36,Shelton-Price,19.14,15
529,Product 529,Clothing,17,266,Goodman Inc,36.27,360
530,Product 530,Food,23,131,Mitchell-Garner,7.13,121
531,Product 531,Household,7,155,Oconnell PLC,13.8,392
532,Product 532,Household,37,25,Crane-Snyder,14.67,17
533,Product 533,Electronics,41,17,Wheeler-Thomas,1.91,66
534,Product 534,Electronics,41,324,"Richards, Howell and Russell",23.62,44
535,Product 535,Food,64,235,"Harris, Foster and Phillips",36.57,287
536,Product 536,Food,92,350,Davis-Melendez,37.18,488
537,Product 537,Food,22,410,"Marquez, Roman and Johnson",44.49,209
538,Product 538,Household,47,463,Chavez and Sons,17.79,189
539,Product 539,Electronics,84,449,Smith Inc,23.63,292
540,Product 540,Clothing,58,478,"Robbins, Hernandez and Boyle",45.98,41
541,Product 541,Electronics,37,209,Klein LLC,2.82,337
542,Product 542,Household,87,271,Sanchez LLC,6.2,253
543,Product 543,Clothing,4,295,"Hunter, Medina and Kelly",19.27,328
544,Product 544,Food,76,468,Griffin-Ritter,9.02,431
545,Product 545,Electronics,20,219,West-Andrews,28.05,166
546,Product 546,Electronics,36,284,Kelly-Paul,42.52,255
547,Product 547,Electronics,69,330,Jackson-Crawford,38.62,217
548,Product 548,Toys,59,189,Ramirez PLC,48.9,217
549,Product 549,Clothing,20,478,Sanchez-Jones,8.23,132
550,Product 550,Household,16,348,Reed PLC,41.78,190
551,Product 551,Toys,31,140,"Jacobs, Spencer and Bradley",33.54,174
552,Product 552,Electronics,13,274,"Moore, Floyd and Winters",33.3,98
553,Product 553,Clothing,68,105,Hunt LLC,36.73,307
554,Product 554,Household,92,16,"Williams, Davis and Wilson",18.4,323
555,Product 555,Toys,52,492,West PLC,29.8,130
556,Product 556,Toys,13,202,Wilson-Nguyen,42.61,369
557,Product 557,Toys,13,169,Dixon Ltd,20.3,477
558,Product 558,Household,20,221,Harper Inc,15.33,415
559,Product 559,Clothing,40,257,Cole-Davis,38.55,285
560,Product 560,Household,23,486,"Garner, Joseph and Griffin",33.51,64
561,Product 561,Electronics,74,33,"Wilson, Taylor and Hill",24.14,4
562,Product 562,Toys,48,313,Valentine-Jones,45.03,427
563,Product 563,Clothing,77,443,Davis-Brown,49.13,289
564,Product 564,Clothing,67,278,Harper-Hansen,10.89,93
565,Product 565,Food,4,27,"Gray, Zimmerman and Kirby",19.96,116
566,Product 566,Household,81,75,Black Group,24.72,411
567,Product 567,Electronics,77,414,"Ward, Carter and Bell",35.05,341
568,Product 568,Household,58,322,Ross Inc,26.09,392
569,Product 569,Household,0,12,Romero and Sons,49.68,494
570,Product 570,Household,81,37,Johnson-Horton,12.47,457
571,Product 571,Toys,87,343,Klein-Hamilton,2.02,254
572,Product 572,Clothing,17,454,Mclaughlin-Brown,23.01,68
573,Product 573,Clothing,36,341,"Bullock, Downs and Watson",42.1,48
574,Product 574,Toys,4,161,"Norris, Anderson and Cameron",23.97,314
575,Product 575,Food,81,97,"Brooks, Hill and Taylor",21.61,13
576,Product 576,Toys,71,405,"Walker, Orr and Lyons",49.08,105
577,Product 577,Toys,91,86,Vang-Hernandez,16.39,14
578,Product 578,Electronics,65,202,Leon Inc,17.12,255
579,Product 579,Household,49,485,Mccarthy-Miller,10.26,255
580,Product 580,Clothing,8,206,Davidson-Miller,27.71,223
581,Product 581,Electronics,85,71,"Stewart, Rivera and Mayer",5.27,262
582,Product 582,Electronics,63,153,Navarro PLC,21.43,345
583,Product 583,Electronics,72,103,"Bishop, Stewart and Sandoval",45.66,124
584,Product 584,Toys,13,266,"Harris, Rice and Barnes",23.81,474
585,Product 585,Household,0,67,Rogers PLC,39.43,165
586,Product 586,Toys,87,349,Johnston PLC,20.52,385
587,Product 587,Toys,21,458,Morris-Smith,34.11,198
588,Product 588,Food,97,351,Hunt-Bell,34.46,285
589,Product 589,Electronics,43,357,Guerra Ltd,1.69,72
590,Product 590,Toys,48,435,Bailey Ltd,23.53,341
591,Product 591,Clothing,26,86,Davis PLC,43.99,264
592,Product 592,Food,26,321,"Hernandez, Hayes and Brown",27.76,54
593,Product 593,Food,29,171,"Bishop, Lewis and Lee",28.72,202
594,Product 594,Food,31,226,"Mitchell, Little and Doyle",31.81,441
595,Product 595,Toys,60,36,"Henry, Rubio and Fisher",42.23,131
596,Product 596,Electronics,54,216,Garza LLC,3.33,144
597,Product 597,Toys,35,107,Shepherd-Green,37.89,284
598,Product 598,Food,68,234,"Brown, Oliver and Brown",36.17,31
599,Product 599,Toys,79,61,Costa Ltd,39.56,458
600,Product 600,Electronics,94,30,Gilmore LLC,37.59,135
601,Product 601,Clothing,64,23,Chavez LLC,44.23,248
602,Product 602,Toys,44,30,Ramirez-Cherry,3.73,338
603,Product 603,Clothing,89,321,"Morris, Hernandez and Hernandez",6.53,404
604,Product 604,Electronics,12,167,"Bishop, Herrera and Larson",42.49,434
605,Product 605,Food,63,343,"Reed, Bonilla and Simmons",48.34,41
606,Product 606,Electronics,73,175,Meadows-Myers,11.28,195
607,Product 607,Household,85,444,Wright Ltd,8.65,301
608,Product 608,Household,59,126,Ramos-Glenn,43.64,346
609,Product 609,Clothing,7,160,Warner and Sons,8.58,263
610,Product 610,Toys,80,96,"Foster, Davis and Marsh",29.4,331
611,Product 611,Electronics,84,401,"Bentley, Lee and Douglas",44.89,413
612,Product 612,Food,53,466,Moran and Sons,22.15,497
613,Product 613,Clothing,29,219,"Andrews, Owens and Bowen",32.26,467
614,Product 614,Clothing,60,361,"Curtis, Kelly and Ayers",30.96,330
615,Product 615,Toys,38,396,"Clark, Johnson and Cannon",45.72,154
616,Product 616,Food,12,353,Avila-Miller,38.78,77
617,Product 617,Toys,94,438,Baldwin PLC,24.51,27
618,Product 618,Household,86,104,"Cruz, Brooks and Guzman",22.13,159
619,Product 619,Household,84,311,Baker Ltd,47.35,187
620,Product 620,Clothing,78,372,Delacruz-Turner,24.75,259
621,Product 621,Toys,78,79,"Adkins, Lopez and Stanton",27.36,204
622,Product 622,Clothing,94,220,"Gonzales, Adams and Carter",0.84,68
623,Product 623,Food,44,482,Edwards-Brewer,9.84,16
624,Product 624,Clothing,84,366,Calhoun-Pruitt,14.91,461
625,Product 625,Electronics,83,368,"Fields, Morgan and Mcguire",45.23,216
626,Product 626,Clothing,16,419,"Arellano, Nichols and Reese",35.39,352
627,Product 627,Food,19,124,Allison Group,24.25,254
628,Product 628,Clothing,31,27,Wilkerson Inc,4.82,257
629,Product 629,Clothing,58,437,"Ramirez, Downs and Reed",5.06,14
630,Product 630,Toys,72,212,"Morris, Stewart and Conner",12.5,75
631,Product 631,Toys,91,463,"Horn, Warner and Day",35.53,244
632,Product 632,Household,84,35,Anderson-Lewis,18.81,274
633,Product 633,Food,20,499,Collins-Jackson,11.55,6
634,Product 634,Household,38,127,Robinson-Torres,27.62,354
635,Product 635,Food,77,402,Lawrence-Baker,12.06,499
636,Product 636,Household,8,111,Mclaughlin Ltd,26.63,336
637,Product 637,Electronics,59,238,"Kirby, Nash and Porter",21.08,479
638,Product 638,Clothing,67,150,"Adams, Campbell and Williams",22.99,80
639,Product 639,Household,38,409,"Jones, Vazquez and Weber",11.89,307
640,Product 640,Electronics,47,226,Reynolds-Massey,22.89,198
641,Product 641,Clothing,91,474,Brown Group,29.91,324
642,Product 642,Electronics,23,125,Dickerson-Williams,22.95,207
643,Product 643,Household,24,295,Cook-Hoffman,45.84,287
644,Product 644,Toys,22,337,Pruitt-Sparks,17.58,423
645,Product 645,Toys,27,127,Powell-Black,39.27,234
646,Product 646,Food,36,461,Ponce Inc,28.34,264
647,Product 647,Electronics,8,120,"Walker, Adams and Johnson",33.08,34
648,Product 648,Household,59,82,Wilson Inc,5.16,238
649,Product 649,Toys,98,161,"Garrison, Russell and Wagner",38.31,153
650,Product 650,Toys,8,136,Wilson Group,23.86,448
651,Product 651,Toys,24,478,"Walker, Stanley and Johnston",49.82,318
652,Product 652,Clothing,55,37,"Wu, Vaughan and Clark",16.92,114
653,Product 653,Household,60,112,Rogers PLC,41.47,162
654,Product 654,Food,98,166,Jones-Howard,23.56,355
655,Product 655,Toys,98,336,Miller-Gonzalez,19.73,402
656,Product 656,Food,52,50,"Johnson, Watson and Stuart",38.03,70
657,Product 657,Toys,35,278,"Ritter, Mendez and Kent",1.97,450
658,Product 658,Toys,52,265,"Adams, Roberts and Zimmerman",34.22,362
659,Product 659,Electronics,73,209,"Moreno, Alexander and Simmons",49.2,156
660,Product 660,Clothing,22,122,Velasquez-Bryan,28.99,286
661,Product 661,Household,78,454,Rice Group,26.32,97
662,Product 662,Food,14,371,Baker-Mckinney,0.3,413
663,Product 663,Electronics,79,164,Rodriguez Group,0.27,418
664,Product 664,Household,3,114,Hernandez and Sons,33.38,402
665,Product 665,Toys,79,114,Lopez-Schroeder,14.89,131
666,Product 666,Toys,21,420,Berger-Brown,29.39,45
667,Product 667,Household,1,94,"Greene, Craig and Jackson",23.05,243
668,Product 668,Household,32,89,Reid and Sons,4.76,254
669,Product 669,Toys,32,35,Holloway-Diaz,8.54,186
670,Product 670,Toys,53,188,Quinn-Johnson,40.46,164
671,Product 671,Electronics,4,274,"Webb, Tate and Daniel",48.45,265
672,Product 672,Toys,90,429,Rose-Velasquez,2.28,412
673,Product 673,Food,93,118,Mcneil-Padilla,49.07,304
674,Product 674,Electronics,92,382,Fox Inc,2.38,279
675,Product 675,Toys,11,31,"Tyler, Murphy and Moore",19.61,491
676,Product 676,Toys,90,223,Mcneil-Williams,44.03,9
677,Product 677,Electronics,11,52,Cobb-Ramirez,44.08,497
678,Product 678,Food,98,166,"Bryant, Lewis and Clark",42.16,268
679,Product 679,Household,14,442,"Miller, Davis and Cruz",46.87,151
680,Product 680,Toys,63,338,Jenkins-Martinez,28.66,117
681,Product 681,Clothing,52,491,Shea Group,34.24,174
682,Product 682,Household,69,303,Lambert and Sons,22.17,414
683,Product 683,Food,79,413,"Salazar, Johnson and Salazar",17.89,38
684,Product 684,Clothing,65,390,Moreno Group,28.21,242
685,Product 685,Household,89,347,Francis Group,25.95,463
686,Product 686,Toys,49,167,"Ferguson, Santana and Smith",20.55,30
687,Product 687,Food,1,493,"Henderson, Ramirez and Clark",3.57,204
688,Product 688,Toys,41,462,Blevins-Wade,16.99,81
689,Product 689,Electronics,97,270,Boyle-Rivera,39.29,473
690,Product 690,Household,95,172,Roman and Sons,23.09,315
691,Product 691,Electronics,41,334,Vargas-Robinson,47.85,148
692,Product 692,Clothing,58,192,Smith LLC,45.96,283
693,Product 693,Clothing,41,395,"Forbes, Sherman and Stewart",49.62,371
694,Product 694,Clothing,85,34,Miles and Sons,26.11,109
695,Product 695,Food,75,168,Sanchez-Green,14.8,373
696,Product 696,Clothing,76,338,"Powell, Ramos and Myers",6.15,343
697,Product 697,Electronics,64,239,Stevens Ltd,10.14,138
698,Product 698,Clothing,0,337,Thomas PLC,48.21,180
699,Product 699,Food,18,103,"Taylor, Clayton and Johnson",35.97,171
700,Product 700,Electronics,68,16,Barker Group,17.26,183
701,Product 701,Food,54,112,Miles and Sons,20.0,424
702,Product 702,Electronics,24,378,Herrera PLC,4.45,102
703,Product 703,Household,3,172,Johnson LLC,30.55,190
704,Product 704,Household,13,483,Flores and Sons,18.52,496
705,Product 705,Toys,41,189,Clayton-Williams,46.31,385
706,Product 706,Food,21,356,"Fitzgerald, Terrell and Valentine",49.72,442
707,Product 707,Food,5,339,"Taylor, Morales and Adams",44.65,381
708,Product 708,Clothing,50,367,"Kelly, Hicks and Mcguire",38.15,403
709,Product 709,Toys,59,167,Cunningham Ltd,1.85,334
710,Product 710,Electronics,48,65,Willis and Sons,27.62,225
711,Product 711,Electronics,8,113,Edwards Ltd,1.53,195
712,Product 712,Electronics,21,451,"Knight, Robinson and Jones",5.18,354
713,Product 713,Food,67,95,Fry Group,1.03,147
714,Product 714,Clothing,13,287,"Brown, Lewis and Miller",5.07,295
715,Product 715,Food,1,270,"Marshall, Moreno and Gutierrez",2.84,488
716,Product 716,Electronics,95,467,Young LLC,10.17,316
717,Product 717,Food,23,376,Jordan-Patrick,48.82,62
718,Product 718,Household,29,416,Palmer-Harrison,18.06,64
719,Product 719,Electronics,49,388,Jenkins and Sons,10.65,140
720,Product 720,Clothing,90,472,Holland Ltd,12.22,20
721,Product 721,Food,22,341,Gonzalez-Wise,0.02,499
722,Product 722,Toys,12,349,Hernandez and Sons,7.15,453
723,Product 723,Food,96,63,"Taylor, Fowler and Davis",22.83,409
724,Product 724,Toys,79,159,"Griffith, Garcia and Jones",29.26,215
725,Product 725,Electronics,32,46,"Zamora, Arellano and Johnson",21.07,398
726,Product 726,Electronics,56,467,Carter-Fletcher,33.39,194
727,Product 727,Electronics,2,215,Shaffer-Haynes,40.16,179
728,Product 728,Toys,37,112,Vargas-Baker,19.28,435
729,Product 729,Food,42,225,Medina-Hall,13.95,184
730,Product 730,Household,38,126,Cruz-Sandoval,47.19,490
731,Product 731,Electronics,67,449,"Moreno, Boyd and Adkins",32.8,142
732,Product 732,Household,32,101,Johnson PLC,42.56,407
733,Product 733,Clothing,20,208,Silva LLC,31.54,246
734,Product 734,Clothing,56,225,"Atkinson, Kelly and Hendricks",20.98,214
735,Product 735,Electronics,33,411,Carter-Oconnor,0.62,398
736,Product 736,Toys,6,42,"Delgado, Harris and Livingston",34.51,56
737,Product 737,Household,44,23,Jones Inc,12.92,383
738,Product 738,Electronics,90,194,Snyder-Campbell,36.61,233
739,Product 739,Food,37,409,Fisher Inc,27.48,256
740,Product 740,Clothing,1,27,Burke Ltd,21.42,202
741,Product 741,Electronics,18,452,Smith PLC,49.34,119
742,Product 742,Electronics,9,363,Harrington Inc,30.25,324
743,Product 743,Food,18,448,"Smith, White and Johnson",20.83,335
744,Product 744,Toys,11,55,Mann PLC,20.55,227
745,Product 745,Electronics,92,322,Peck-Kelly,16.72,308
746,Product 746,Household,47,373,Huang-Wright,48.84,343
747,Product 747,Electronics,37,125,Grant-Garcia,22.41,70
748,Product 748,Household,74,168,Williams-Bates,29.73,242
749,Product 749,Household,20,206,Wiggins-Collins,10.09,164
750,Product 750,Food,21,43,"Moreno, Dunlap and Andrews",13.53,119
751,Product 751,Food,5,82,Myers-Jenkins,15.43,72
752,Product 752,Household,24,30,Mendoza-Morgan,38.55,426
753,Product 753,Household,78,21,Scott PLC,11.99,270
754,Product 754,Toys,39,87,Carr Group,12.53,387
755,Product 755,Household,34,205,Moran and Sons,34.85,455
756,Product 756,Household,68,90,Prince PLC,22.87,131
757,Product 757,Food,60,213,Strong PLC,10.65,94
758,Product 758,Electronics,12,180,Hudson Group,5.84,482
759,Product 759,Electronics,72,440,Moore-Smith,47.27,42
760,Product 760,Food,32,446,Gray-Mccann,29.68,472
761,Product 761,Clothing,66,242,Graham Group,30.74,469
762,Product 762,Food,86,463,Gibson-Green,37.65,66
763,Product 763,Food,10,396,Ayala Inc,33.69,359
764,Product 764,Clothing,52,255,Brown-Mitchell,47.4,245
765,Product 765,Clothing,27,99,"White, Rodriguez and Mckay",0.32,246
766,Product 766,Toys,69,273,Williams-Gibson,8.04,89
767,Product 767,Toys,90,466,Brooks-Gamble,17.84,19
768,Product 768,Food,61,273,"Guzman, Johnson and Gomez",12.57,226
769,Product 769,Clothing,24,263,Mccarty-Simmons,18.76,24
770,Product 770,Household,68,398,Chase-Small,24.45,357
771,Product 771,Clothing,64,155,Brady-Ryan,46.83,285
772,Product 772,Household,38,225,Smith Group,0.06,179
773,Product 773,Household,29,105,"Mack, Morris and Costa",9.14,119
774,Product 774,Household,77,182,Meyers-Cobb,46.12,160
775,Product 775,Electronics,24,360,Ford PLC,33.34,293
776,Product 776,Household,95,392,Daugherty-Flores,48.19,308
777,Product 777,Clothing,53,425,"Mccarthy, Barron and Reed",24.44,213
778,Product 778,Household,79,20,"Franklin, Hoffman and Smith",30.8,256
779,Product 779,Food,6,480,Jackson-Ross,7.54,211
780,Product 780,Food,30,475,Hogan-Webb,46.03,356
781,Product 781,Food,15,56,Schroeder Group,24.55,411
782,Product 782,Toys,99,217,Mata-Thompson,1.99,457
783,Product 783,Electronics,2,417,"Phelps, Warren and Hatfield",15.95,431
784,Product 784,Household,93,78,Brown Inc,2.48,319
785,Product 785,Toys,41,315,Hartman-Wright,4.82,212
786,Product 786,Electronics,71,166,Warner PLC,22.78,410
787,Product 787,Electronics,67,388,Wilson-Pearson,43.23,189
788,Product 788,Household,97,491,Zhang-Smith,1.59,328
789,Product 789,Clothing,46,97,Roach Ltd,15.09,112
790,Product 790,Electronics,89,155,Mcdonald PLC,48.01,283
791,Product 791,Electronics,24,98,"Reyes, Gordon and Campos",43.87,135
792,Product 792,Electronics,82,283,Smith and Sons,1.3,472
793,Product 793,Toys,61,171,Carroll PLC,47.08,489
794,Product 794,Household,56,459,"Tapia, Jones and Scott",17.09,248
795,Product 795,Electronics,25,288,"Larson, Murphy and Hall",9.79,462
796,Product 796,Clothing,51,211,"Lopez, Sutton and Jones",33.07,474
797,Product 797,Toys,95,252,"Sims, Martin and Palmer",7.93,486
798,Product 798,Household,77,487,Martin-Thompson,29.98,467
799,Product 799,Toys,40,452,"Smith, Rivas and Rodriguez",30.64,445
800,Product 800,Toys,15,415,Ritter-Wu,4.48,341
801,Product 801,Household,91,233,"Larson, Andrews and Williams",17.75,309
802,Product 802,Food,69,254,Mcbride Group,35.03,329
803,Product 803,Food,91,88,"Vazquez, Miller and Stone",32.6,188
804,Product 804,Electronics,35,438,Williamson-Larson,8.37,186
805,Product 805,Electronics,97,133,"Anderson, Nelson and Matthews",2.15,70
806,Product 806,Food,51,158,Rosales Inc,20.96,356
807,Product 807,Household,81,351,Garrett-Lewis,10.81,307
808,Product 808,Household,29,351,Ray-Preston,30.65,266
809,Product 809,Food,36,489,"Martinez, Ellis and Murray",22.87,244
810,Product 810,Household,51,122,"Thomas, Kerr and Miles",48.73,50
811,Product 811,Food,54,192,"Johnson, Herring and Miller",8.99,185
812,Product 812,Food,51,299,Carter-Barber,38.3,425
813,Product 813,Household,83,407,"Blanchard, Ward and Edwards",10.21,380
814,Product 814,Household,17,472,"Oconnor, Gutierrez and Green",22.58,432
815,Product 815,Toys,7,78,Moon and Sons,12.88,111
816,Product 816,Clothing,1,102,"Brown, Massey and Pena",24.26,189
817,Product 817,Household,41,114,Jones-Orr,45.54,324
818,Product 818,Household,63,84,"Brock, Zhang and Turner",31.89,413
819,Product 819,Electronics,82,328,Randall PLC,7.1,156
820,Product 820,Electronics,50,63,Scott Inc,45.18,51
821,Product 821,Electronics,48,130,Barr and Sons,29.3,334
822,Product 822,Household,77,30,Williams Group,17.34,181
823,Product 823,Toys,92,40,Reed Ltd,44.84,216
824,Product 824,Electronics,94,169,"White, Wheeler and Love",42.27,405
825,Product 825,Clothing,26,223,"Bradley, Price and Lewis",7.08,147
826,Product 826,Food,99,405,Marshall Ltd,11.67,157
827,Product 827,Household,71,357,Gilbert-Cox,30.32,157
828,Product 828,Food,88,86,Chapman-Barrett,25.07,217
829,Product 829,Household,4,380,Mitchell-Griffith,37.25,350
830,Product 830,Toys,73,76,"Heath, Mcbride and Koch",12.89,128
831,Product 831,Electronics,10,52,"Hanna, Wright and Montgomery",6.39,452
832,Product 832,Clothing,69,157,Brown Ltd,26.37,100
833,Product 833,Electronics,85,372,"Cox, Everett and Hunt",24.51,177
834,Product 834,Household,84,252,Rogers Inc,12.84,159
835,Product 835,Electronics,87,464,Nichols-Lopez,19.84,400
836,Product 836,Food,79,166,Johnson PLC,38.48,178
837,Product 837,Electronics,0,332,"Martin, Ramirez and Washington",2.96,404
838,Product 838,Clothing,59,353,"Robinson, Riley and Collier",10.95,253
839,Product 839,Food,48,232,"Bauer, Blevins and Thompson",15.39,356
840,Product 840,Toys,24,109,Lewis and Sons,31.6,488
841,Product 841,Household,68,491,Hardy-Miller,18.9,448
842,Product 842,Clothing,57,341,Curtis-Mcdonald,44.98,475
843,Product 843,Food,83,252,Butler-Rodriguez,6.68,113
844,Product 844,Clothing,68,422,Walker-Anderson,34.27,137
845,Product 845,Food,30,119,"Hull, Price and Brady",16.67,276
846,Product 846,Food,8,125,Clark Inc,6.07,360
847,Product 847,Clothing,43,446,Davis-Black,18.02,266
848,Product 848,Household,34,341,"Colon, Hamilton and Watson",41.56,199
849,Product 849,Clothing,42,276,"Robertson, Murphy and Bowman",39.04,418
850,Product 850,Toys,96,400,Crane-Washington,32.24,71
851,Product 851,Toys,48,383,Knight-Owens,35.03,134
852,Product 852,Clothing,72,473,Johnson-Herrera,46.01,430
853,Product 853,Clothing,88,191,Harris and Sons,42.3,268
854,Product 854,Clothing,40,100,"Case, Tran and Salazar",21.72,318
855,Product 855,Household,21,499,"Villanueva, Foley and Boyer",10.88,449
856,Product 856,Food,74,148,Hicks-Tyler,46.74,150
857,Product 857,Food,44,212,Young-Nolan,2.26,66
858,Product 858,Household,42,359,Potter and Sons,46.77,35
859,Product 859,Electronics,24,383,Greene-Johnson,38.85,208
860,Product 860,Food,62,320,"Allen, James and Garcia",43.33,370
861,Product 861,Clothing,94,393,Chan-Shepherd,38.25,284
862,Product 862,Toys,3,377,Cox PLC,8.8,408
863,Product 863,Toys,24,173,"Lewis, Velez and Olson",17.42,33
864,Product 864,Household,21,366,Dalton-Wu,4.81,149
865,Product 865,Food,65,43,Byrd-Gamble,25.95,455
866,Product 866,Toys,15,417,Smith and Sons,25.86,62
867,Product 867,Toys,47,395,"Copeland, Roberts and Banks",46.71,438
868,Product 868,Electronics,5,92,Medina LLC,47.96,418
869,Product 869,Household,71,97,Alvarez PLC,10.22,486
870,Product 870,Toys,4,256,Ortiz-Strickland,20.91,433
871,Product 871,Food,55,22,Carlson Inc,42.58,332
872,Product 872,Food,7,306,Perez-Hernandez,33.71,368
873,Product 873,Food,15,153,Chang PLC,30.86,178
874,Product 874,Toys,30,47,Townsend-Pierce,25.74,232
875,Product 875,Clothing,21,94,Huerta-Gonzalez,7.54,370
876,Product 876,Electronics,97,344,Dunlap-Lindsey,3.33,212
